,PM2.5,water_EQI_22July2013,land_EQI_22July2013,PCP Ratio,MHP Ratio,Dentist Ratio,FIPS,Latitude,Longitude,% Fair/Poor Health,Physically Unhealthy Days,Mentally Unhealthy Days,% No high school diploma,% Bachelors,Median household income,Healthcare Costs,Preventable Hosp. Rate,% Smokers,% Obese,Food Environment Index,% Physically Inactive,% Insufficient Sleep,% With Access to Exercise,% Excessive Drinking,% Alcohol-Impaired Driving,% Uninsured,% Diabetic,% Unemployed,Income Ratio,Violent Crime Rate,Injury Death Rate,% Severe Housing Problems,% Long Commute - Drives Alone,Years of Potential Life Lost Rate,Chlamydia Rate,perc_pop_fluo,PrescribingRate
866,9.5,0.5046512,0.8488352,2176,576,1762,19155,41.278533,-95.79515,13.61617251,3.163708002,3.36428837,8.161434978,13633.22671,57867,8804.24,4312,16.79269307,36.9,7.7,24.2,29.60922302,81.7192297,20.06941467,26.98412698,5.069843017,10.6,2.789690636,4.043146103,372.9921484,74.5988703,13.27518059,24.9,7935.571679,466.5,0.996808386,80.3
867,9.6,-1.162451,0.801429,1158,1077,1665,19157,41.709953,-92.620663,12.37532814,2.802189105,3.166382881,7.425742574,2194.224111,55766,7018.44,2585,13.85274298,31.1,8.3,22.1,25.45328106,74.1144126,20.32558841,21.05263158,5.224215247,10.3,3.16091954,4.2700272,199.2997576,62.59037835,9.659863946,22.1,6043.973854,280.3,0.843262411,51.2
868,8.9,-1.522928,0.6784042,845,655,5034,19159,40.733763,-94.23852,13.53419508,3.101767904,3.341645351,2.631578947,550.7345173,45259,10320.34,1763,14.94060678,33.8,8.4,27.2,26.92177592,64.31494835,17.78750892,0,7.175126229,11.4,3.075126508,3.989311672,59.31198102,126.5172182,11.57635468,27.3,8258.566128,355.2,1,62.3
869,8.8,-1.151928,0.9390461,1646,1636,3272,19161,42.375805,-95.088801,12.23395419,2.827812803,3.105289515,6.060606061,1365.633894,54328,9396.31,3162,14.06990508,34.8,7.8,27.9,27.99918015,79.49758454,18.98692667,15.38461539,5.272198732,11.2,2.836879433,3.651924271,50.46257359,86.31071859,7.491486947,18.8,7783.880672,179.6,0.112928684,15.6
870,10.3,0.9488643,0.6800774,1135,795,1369,19163,41.563153,-90.567812,13.38626136,2.991967303,3.383966281,11.74987393,39572,59461,9512.64,5408,16.37180168,32.1,8.2,22.1,28.35142818,94.0934731,22.31244287,38.88888889,4.195736165,9.7,3.700993204,4.461233162,494.4516069,71.72122797,12.2138532,15.1,6556.996894,563,0.921782337,64.3
871,8.6,0.1379408,0.792684,1686,1454,1454,19165,41.665153,-95.320336,12.23231983,2.947853982,3.303182444,3.468208092,1806.621389,56373,9518.58,2912,14.29737432,31.8,8.1,23.8,25.51184967,55.41218049,18.08156541,20,4.657293497,11.6,2.425876011,4.17262124,235.0347809,74.24406048,9.279368213,23.1,6074.319553,184.5,0.929130304,53.3
872,8.8,-1.099775,1.073984,1396,894,2051,19167,43.079825,-96.16727,11.82146059,2.730594557,3.097613001,10.75949367,4046.240075,70601,8973.85,2359,12.42177917,28,9.3,18.9,24.85691973,83.04058865,20.90735545,23.07692308,5.740915355,8.9,2.024570025,3.286650811,42.70097928,42.54756415,9.094772631,9.7,4587.786817,125.9,0.39523901,22.7
873,9.3,0.2047899,0.6847333,1449,519,2167,19169,42.026371,-93.601827,13.46437554,3.228570274,3.230769782,6.007509387,22286.91447,61381,7866.34,3093,14.52000958,27.7,7,18.6,25.63599397,92.08751201,23.86587762,13.63636364,4.678695958,6.2,1.997241572,5.818614976,142.448532,36.89015955,19.19220056,19.3,4049.868183,462.4,0.959939047,37.6
874,9.5,-1.426577,0.8387932,4330,2843,3412,19171,42.065599,-92.542587,13.02274418,2.978352082,3.331477184,5.780346821,2291.926116,52685,8711.79,2385,15.96239644,34.2,8.3,27.1,26.75324884,77.34001238,19.47411473,42.10526316,6.427536232,9.8,3.490183858,3.918054271,322.1568873,89.92287384,9.572901326,32.2,8489.586982,253.8,0.337716263,27.2
875,9,-1.522839,0.7040542,6216,6178,2059,19173,40.755364,-94.673438,14.69913799,3.286393483,3.327707294,3.846153846,779.6112031,47383,9753.14,2823,15.64929023,33.8,8.7,24.3,26.41737927,63.93857844,19.01542991,42.85714286,6.481096801,9.4,2.255174544,4.273905192,40.61738424,77.66236288,11.29326047,28.5,5855.395457,257.9,1,14.5
876,8.9,-1.075975,0.6027231,1242,655,2490,19175,41.053083,-94.318925,14.02626519,3.152884253,3.328084505,7.971014493,1720.151315,47814,7874.07,2434,16.33024557,38.9,8,24.8,28.18886836,87.14696027,19.22792128,22.22222222,4.910528506,11.8,3.141524106,3.878841713,219.4119759,100.9000929,9.840674789,19.5,8671.255229,385,1,115.6
877,9.3,-1.523656,0.4753769,1039,7157,7157,19177,40.745557,-91.939134,12.81530206,3.012056396,3.268327063,7.692307692,1413.080589,47667,10084.02,4550,14.90586525,33.6,6.7,25.6,26.59622234,59.27344782,19.09794584,0,6.378091873,9.4,3.088077336,3.664336548,115.5597852,79.07078198,9.507640068,25.2,7949.747469,163.4,1,0.4
878,9.7,-1.089424,0.5334256,1521,815,1669,19179,41.016218,-92.418385,16.29424574,3.346969995,3.604742362,10.31746032,5889.876649,46981,8912.81,4003,18.10190979,34.6,6.4,29.6,30.71109695,66.81824561,18.13725308,26.66666667,7.134703196,13,4.557564764,4.745328911,315.2468724,69.3962526,15.21214212,17.8,8374.126189,685.2,1,99.7
879,9.2,-1.431665,0.5814747,1840,5016,2951,19181,41.400885,-93.588243,11.38717342,2.836168588,3.000125094,4.881656805,7510.232277,76146,7784.43,3311,14.73452045,32.7,8.8,18.7,27.43444019,73.27852894,21.35670248,35.13513514,3.27547798,9.3,2.751318875,3.61031622,337.0902699,54.14895886,9.41143809,37.9,5269.155234,294.1,1,38.4
880,10.3,0.5273214,0.8555208,1393,1714,2476,19183,41.361978,-91.695465,12.14911499,2.82519782,3.160063094,10.82089552,3191.064147,59903,8246.32,3030,13.93456806,32.4,8.8,19.6,27.9999229,78.03630667,19.91186654,26.66666667,5.27138709,9.5,2.913092734,3.613783813,321.6157254,71.2392014,8.277404922,32.5,6293.579348,206.8,0.870780142,41
881,9,-1.512051,0.5575436,1613,948,3238,19185,40.740054,-93.312926,13.30738223,3.139859526,3.457832805,8.333333333,824.3136734,45384,9722.69,3013,15.94121896,37.9,7,27.6,26.57589231,54.52131813,18.66219836,50,7.407407407,12.4,3.090190442,3.804625122,117.2882946,74.74307069,12.13872832,26.9,10394.14372,125.3,1,65.3
882,8.9,-1.013308,0.8699798,2163,421,1408,19187,42.480374,-94.179066,14.45906277,3.30796125,3.441588476,17.67955801,5609.480999,48712,7624.09,3143,16.85277885,34.1,7.6,26.2,28.57046443,75.29003236,20.73626085,26.92307692,4.992058909,10.9,3.768909082,4.683857352,469.0317071,88.37370693,11.5143517,13.7,8305.231544,669,0.991858145,75.9
883,8.1,0.5227326,0.7849849,2126,10587,1512,19189,43.34288,-93.667031,12.63255546,2.944145711,3.159345013,7.344632768,1309.357625,54045,8489.01,2086,13.98619388,33.6,8.3,24.8,27.29297151,86.89490153,19.7612055,33.33333333,4.124475179,10,3.179190751,3.812066633,114.2095746,69.89044201,8.07860262,23,6106.221065,75.4,0.82007507,51.2
884,8.7,0.1571909,0.6296322,979,449,1554,19191,43.281284,-91.814375,10.41947757,2.672110687,2.997816789,3.255813953,2570.67355,59365,7827.04,2950,12.86678106,32.1,8.6,22.5,26.01848416,76.43901976,22.56736812,45.45454546,4.271149077,8.5,3.116817299,3.93093817,43.24324324,64.90172716,7.515151515,17.4,4458.226578,193.2,0.878381672,44
885,9,0.5158071,1.043081,1631,468,1443,19193,42.483225,-96.344174,15.95314202,3.350978897,3.361507504,12.83292978,15566.47233,54528,8738.26,4079,16.82738749,35.3,7.9,26.4,27.94647693,94.49947148,19.18378192,22.03389831,7.193461129,9.9,3.205577484,4.195301745,355.1479377,58.93936467,12.96080714,14.1,6965.499063,606.1,0.906124269,65.6
886,8.1,0.5777209,0.8085598,3786,414,3735,19195,43.36654,-93.252258,11.95326336,2.914250606,3.133661416,7,1193.287047,55404,7809.49,3045,14.78309645,34.4,8.6,28.9,26.04565428,70.76862332,20.25424815,16.66666667,4.525718103,12.4,3.081298886,3.817592079,92.70909211,87.35936466,8.962264151,24.8,7859.362938,105.7,0.711501392,0.7
887,8.8,-1.392437,0.7023453,2130,1826,2557,19197,42.732195,-93.755488,15.07769758,3.098150654,3.369228608,6.467661692,1926.772395,52803,9235.46,2907,14.98488367,32.4,8.6,27.8,26.72669257,74.72220123,19.27290943,44.44444444,6.446046087,10.7,3.464590965,4.296776567,74.17528792,70.15027748,10.00909918,17,6589.906662,211.4,0.900577478,38.5
888,9.5,-1.519015,0.194935,1589,835,1788,20001,37.896584,-95.367053,16.20845778,3.352408419,3.475695319,11.8,2212.801055,42957,11406.24,6372,16.35792051,38.4,6.2,27.7,28.76951539,72.96387705,14.90581633,6.666666667,8.80528724,15,4.874563353,4.09360318,318.6496146,73.45701202,10.74458058,14.5,7302.075097,212.3,0.815806602,96.8
889,9.2,-1.519959,0.4077016,2609,2611,2611,20003,38.250112,-95.264386,15.15822424,3.304371235,3.407224502,6.4,1284.64808,46595,11331.85,3745,16.47922471,35.3,7.4,30.2,28.90120226,54.54208837,15.13210234,6.666666667,10.6620667,12.3,3.957528958,3.988198147,237.4826836,86.62861802,12.34756098,31.7,8362.597883,230.5,0.840255591,0.8
890,9.7,-1.512147,0.3291732,2048,742,1633,20005,39.555583,-95.181488,16.11556076,3.310236025,3.530851902,14.7,1879.39963,45941,9268.88,6492,18.54781231,43.2,7.2,32.4,34.61800046,74.45048452,17.11708084,28.57142857,7.34589588,9.7,5.173635719,4.842147868,288.3593869,80.12431409,10.35625518,23.8,9029.329452,347.6,0.956186041,95.1
891,7.8,-1.525939,0.3671209,2344,4586,1591,20007,37.212182,-98.557384,14.60813061,3.212496206,3.261339629,7.1,616.333777,47948,11400.3,5899,17.44632781,31.7,8,27.8,29.09941845,54.92696976,15.61387598,33.33333333,11.4973994,10.5,2.868686869,5.469571001,296.803653,121.131114,8.080808081,22.3,8687.569385,207.3,0.274197441,3
892,7.9,-1.525,0.5545335,1785,464,2206,20009,38.394738,-98.757739,17.43497677,3.488361817,3.494758253,15.2,3235.752292,46934,10363.91,4126,16.97873119,39,7.6,24.6,27.45667159,74.83197225,15.95820959,13.63636364,12.30898248,11.1,3.624113475,4.282770546,363.9804907,76.89577665,12.03007519,12.4,7474.315507,357.9,0,99.3
893,9.5,-1.518976,0.5603517,1462,1341,3689,20011,37.845557,-94.749443,16.729619,3.591808943,3.673312393,9.2,1978.653382,41847,9267.83,5649,19.94617944,36.3,7.1,29.9,30.13561138,43.0765175,15.92718582,27.27272727,10.15333969,11.9,4.504373178,4.598587881,521.6501875,71.90633183,11.92579505,20.1,8920.754252,380.6,0.921942538,105.6
894,9.4,-1.516289,0.548569,807,321,2410,20013,39.801273,-95.550384,16.36916341,3.482111084,3.516422869,14.4,1201.28402,45637,10976.67,2592,18.32491686,33.5,7.9,30.7,28.65788911,56.42027244,14.57682532,23.07692308,10.57492196,11.4,3.210061949,3.439106383,213.3279155,75.64451168,10.73170732,19.3,7915.905092,225,0.714597544,46.5
895,9.6,-1.517117,0.4692104,1457,942,3520,20015,37.727135,-96.989771,13.11784988,3.143125884,3.359682014,12.3,9025.915259,65561,9847.42,4036,17.72630604,35.4,7.9,26.5,32.40403364,67.89162113,17.73773261,21.56862745,7.905508971,9.9,3.762612768,4.03355801,181.7321055,75.74983317,10.58702369,32.9,7220.814025,256.2,0.883933097,88.9
896,8.6,-1.521688,0.1302328,1858,2728,2683,20017,38.358336,-96.559378,14.10374278,3.097880181,3.274977853,5.4,383.0979671,47436,8821.06,3061,15.54455088,30.4,5.3,24.3,29.82826854,68.31541219,15.38833228,15.38461539,10.15625,10.5,2.635327635,4.453438358,150.2911892,74.49899426,9.45945946,29,7274.731898,367.8877297,0,69.22447607
897,9.1,-1.521645,-0.1422989,3374,346,3363,20019,37.111002,-96.231466,15.55248342,3.412129746,3.504940501,12,499.4313749,41890,10870.58,4099,16.46485256,35.3,6.7,32.3,29.14621398,17.27991278,14.32974944,12.5,16.01766359,12.6,4.699378024,3.78619616,235.0347809,128.1155369,10.61093248,28.8,12545.36265,264.6,0,9
898,9.9,-1.527003,0.6570693,5062,718,2874,20021,37.115229,-94.755079,15.59777283,3.317534656,3.41880159,8.8,2916.176885,42469,11051.23,3529,19.71461063,38.6,7.7,29.3,33.32823916,42.87367495,15.10008167,25,10.72566806,13.6,3.876426604,4.184963371,318.1818182,86.69478565,10.7008761,19.9,8979.364626,306.8,0.488254763,36.3
899,6.2,-1.508667,0.4204377,1331,2683,1342,20023,39.768136,-101.738994,13.43923374,3.030959798,3.224710077,12.9,639.4408511,42247,10852.7,4117,14.23263279,34.2,8.6,26.8,28.44872187,70.43286867,14.28580612,0,12.47433265,12.4,2.585551331,4.5109631,150.5457283,89.48545861,5.952380952,13.5,8946.27444,367.8877297,1,104.3
900,7.1,-1.524472,0.0805207,2072,1109,2004,20025,37.290453,-99.873033,16.52957122,3.41407914,3.415183416,5.4,473.2705509,51621,12722.28,2737,16.60991405,34.7,5.6,29.4,29.17557061,41.8510158,14.45046218,0,10.90458488,11.9,2.536231884,3.44971537,187.8816346,114.187839,16.21621622,27.6,8946.27444,367.8877297,0,0.8
901,8.3,-1.525493,0.4758167,814,1326,1990,20027,39.356195,-97.12257,12.96967479,3.046123363,3.140409543,5.6,1819.788968,50634,10331.03,4227,14.82304428,32.8,7.9,29.2,27.75388118,74.73930873,15.75297116,12.5,6.777228512,12,3.764705882,3.550874995,168.2793437,89.86908261,8.296296296,24.7,8199.815988,131.8,0,78.2
902,8.1,-1.524604,0.3606502,2288,529,2997,20029,39.53395,-97.637247,16.08243804,3.393365257,3.398908043,23.7,1363.846226,46241,10223.94,5566,16.90223328,37.3,7.2,29.8,29.56433414,67.22962341,14.89634078,21.42857143,9.683535074,11.3,4.364569962,3.621447087,403.2917325,86.88663466,9.836065574,16.6,7803.435249,238.6,0,38.6
903,9.2,-1.519485,0.3566992,1205,822,2056,20031,38.247657,-95.739982,13.31564825,2.999988821,3.254492501,7.3,1255.598551,57021,8473.63,4182,15.55831053,33.4,7.3,27.2,30.28974309,57.62120684,16.16725782,11.11111111,7.417336908,10,5.261881668,4.355155801,96.49404953,93.10986965,9.803921569,25.9,6792.220068,119.3,0.130123482,3.1
904,7.2,-1.524703,-0.0356143,931,207,1790,20033,37.23627,-99.365215,12.35095344,2.852184011,3.087879823,0,168.5854063,46636,8329.64,6095,14.32557967,30.8,8.5,28.3,27.08918057,55.52617663,15.23626786,0,11.86317322,11.4,2.928416486,3.780713993,235.0347809,148.8728201,4.331210191,11.4,8946.27444,217,0,0.6
905,9.3,-1.52426,0.5031928,1986,862,2526,20035,37.174285,-96.997786,16.48433065,3.493773637,3.555778286,17.3,9649.336506,46703,9020.4,3673,18.40097142,38.3,6.9,25.6,32.00466073,71.24838203,14.39181625,26.92307692,10.54408332,11.1,3.802841814,4.505623472,334.5772745,91.02636414,12.19868517,20.6,9307.636435,343.7,0.357111508,91.7
906,9.7,-1.525857,0.6113818,1350,494,1859,20037,37.439934,-94.731394,17.27868099,3.504799448,3.788098801,13.6,5189.310914,39461,10403.55,4384,18.88213665,33.1,6.3,25.5,31.44793493,78.8265958,17.39057611,11.11111111,11.3843638,10.2,4.18344402,5.332819516,312.7050921,61.22980054,17.05940923,18.3,7810.748612,382.5,0.684148305,93.5
907,6.6,-1.512377,0.4165434,2832,2885,2885,20039,39.804329,-100.490859,14.78295986,3.254653186,3.32575955,4.3,674.4786896,42077,12481.98,5158,15.34392638,35.3,7.4,32.2,28.27893204,70.4154002,13.93837644,33.33333333,11.53846154,12.2,3.08056872,4.934529412,170.6484642,110.4438462,9.830508475,18.8,8946.27444,136.4,0.878243513,59.8
908,8.8,-1.523231,0.5949829,2383,3780,2700,20041,38.881314,-97.149128,13.3477754,2.916193142,3.228180894,7.6,3854.607723,52562,9891.58,4864,17.01996524,34,8.1,27.9,30.60206926,46.98795181,16.79611012,35.29411765,9.186816067,9.5,3.825843302,4.233701056,152.553329,78.94299485,10.10230179,28.5,7893.174583,233.1,0.716913183,1.7
909,9.9,-1.517355,0.3461317,3832,7727,7727,20043,39.788642,-95.07501,13.2234523,3.169448789,3.18293039,11.4,1110.05476,48553,9135.11,4285,16.21963215,36.1,6.5,28.5,28.99114109,27.50157332,15.94743607,62.5,9.664794963,10.4,3.456383729,4.103391269,109.2896175,35.97769383,8.681672026,24.1,8946.27444,192.4,0.676527427,69.22447607
910,9.8,-1.518921,0.4268083,1160,361,1751,20045,38.941783,-95.251337,13.11803158,3.417139662,3.638812096,16.2,40274,56007,8421.32,3253,15.11177343,27.7,7.3,16.7,28.33795938,92.17602368,21.8617902,30.55555556,10.29074567,6,3.161091428,5.219491365,224.9513619,58.04549613,20.42076378,27.7,5420.392943,575.2,0.928326992,59.1
911,7.5,-1.523874,0.3024538,2938,207,2893,20047,37.914412,-99.354911,16.18378781,3.333492498,3.347744428,14.8,311.7923718,47725,10293.83,1184,15.720453,36.5,8.6,31.3,29.8322317,71.28745473,14.39635187,50,15.64390666,12,3.036175711,3.6083852,128.9847061,115.0670096,7.058823529,26.7,8946.27444,168.5,0.756591337,64.2
912,8.9,-1.519615,0.1814851,2547,6123,2498,20049,37.421638,-96.236702,16.40897757,3.448575906,3.448354926,14.3,509.460116,39556,10747.43,3854,16.02926605,34.4,4.4,28.6,27.89632234,29.04233171,12.92466717,60,13.49384099,13.7,4.274937133,3.684116112,0,161.5508885,9.960159363,39.5,8946.27444,367.8877297,0,3
913,7.5,-1.523111,0.5449709,1445,359,989,20051,38.88156,-99.32999,12.85049134,3.155186449,3.113694921,10.2,4660.034636,49715,10135.22,4060,16.4243249,31.7,7.7,24.1,29.04353682,90.03936454,19.24954281,45,8.373725556,7.4,2.515908555,5.102187127,293.7084557,74.64491827,13.5078092,6.6,7362.519908,430.6,0,95.9
914,7.8,-1.51966,0.2985932,1582,3165,3165,20053,38.721016,-98.262851,13.11989243,2.994335241,2.994175207,15.8,895.9573651,51355,11219.18,7781,14.45520766,36.3,7.7,25,30.28474544,63.75250115,17.57374528,15.38461539,7.694151486,10.5,3.101920236,4.180284858,98.21253192,103.8029631,8.704061896,20.9,8807.285247,173.4,0.467233816,67.1
915,7.6,-1.518476,0.6706678,1749,862,1612,20055,37.97733,-100.86582,18.55155699,3.357758454,3.322832835,19.2,3628.407536,54534,8628.9,5607,17.57723981,37,8.6,27.6,31.42350255,85.15064172,14.09304022,20,14.06628941,9.4,2.670200756,3.711031541,495.2699694,70.19211041,15,8.6,6467.526692,549.6,0.869871903,67.2
916,7.6,-1.524075,0.4783111,2123,1109,1719,20057,37.751112,-99.994842,21.65349843,3.564793614,3.168631925,9,4203.343604,50080,8954.47,3330,16.9167943,32.6,8.9,23.6,31.37989198,77.73871425,15.38290066,10,16.14510934,9.6,2.78792648,3.846231792,367.0173722,73.04263139,14.63632307,9.9,6253.902138,396.7,0.966275318,67.4
917,9.4,-1.520166,0.2546863,2130,536,3676,20059,38.602731,-95.260071,14.97770477,3.171154872,3.207318904,11.3,3545.966238,55330,9661.05,4555,20.13911819,34.3,6.7,26,31.34783388,56.27885503,16.10825776,26.92307692,7.641006098,9,3.719417338,3.562599049,311.3008066,68.61437939,13.78433367,37.1,6906.534402,281.2,0.753421782,94.7
918,8.8,-1.521246,0.4243213,3559,345,664,20061,39.03865,-96.83925,16.98634473,3.218219046,3.243076496,13.4,11146.65295,52012,8675.64,3439,18.09620679,36.1,6.5,23.7,33.08369241,85.56545021,17.74536438,21.05263158,8.944787217,7.4,5.04622829,3.325541505,484.2099662,60.91887821,17.52455796,8.5,9109.233269,518.5,0.981365679,56.5
919,6.9,-1.51305,0.9082325,647,2631,2631,20063,39.047631,-100.374241,13.65150386,3.160764659,3.214575241,11.4,440.8929949,47029,14291.68,9989,15.03968534,28.3,7.5,28,28.3073759,58.58998145,15.22005055,10,12.70491803,12.7,2.328863797,3.648401463,235.0347809,127.2836179,7.142857143,11.5,8946.27444,367.8877297,0.951934349,49.1
920,6.8,-1.516743,0.3681629,1282,1442,2495,20065,39.359746,-99.857852,13.94820472,3.123085393,3.186557011,0,551.8462025,41138,12589.09,5324,14.53887065,32.4,7.8,31.5,29.28692949,70.46592222,14.78104047,100,11.93480547,13.3,3.555555556,4.300725962,115.8301158,88.88780687,9.166666667,15.1,8946.27444,367.8877297,0.088285229,118.5
921,7.2,-1.515673,0.6307389,2549,2509,2509,20067,37.580306,-101.34973,18.2821507,3.299488179,3.166929853,8.7,659.0730528,59534,7218,6260,16.58294992,35.9,9.6,26.8,29.8040847,80.09962958,15.18616683,40,17.03346397,8.6,3.191489362,4.065865694,191.6810427,64.64792739,13.67837338,10.7,6143.045328,245.7,1,45.3
922,7.4,-1.51934,0.710546,6034,5958,1719,20069,37.726577,-100.412964,12.93328843,2.808741865,2.959532372,4.9,823.8413236,67671,7347.25,2532,13.72457748,35.3,7.9,25.3,27.98006995,46.48684649,16.21936813,14.28571429,15.36197763,8.7,1.987142022,3.207485431,156.6493528,89.35663225,10,19.5,6948.050338,130.4,0.076712329,19.6
923,6.6,-1.509652,0.4959782,1296,1524,1249,20071,38.487089,-101.763211,14.4491289,2.937964238,3.098015804,12.5,245.2649742,48647,13707.62,7409,14.14944618,32.1,6.2,27.4,28.24305668,0.40096231,15.43096709,80,14.89151874,10.4,1.818181818,2.878338815,151.6875237,170.120631,11.34020619,11.6,8946.27444,367.8877297,1,95.1
924,8.9,-1.519213,0.4508027,2050,6123,3062,20073,37.85753,-96.226569,17.65896714,3.590204956,3.512104344,0,1143.276629,40741,11764.55,3954,16.64574212,37.7,6.6,31.1,29.10925069,60.09866946,13.91635029,13.04347826,10.96367196,13.2,4.266583619,3.85334855,224.1434518,140.7099456,10.79646018,33.8,12277.02012,112.1,0.741339844,1.2
925,6.8,-1.510905,0.4707069,2062,1980,2640,20075,37.979185,-101.76766,18.94843189,3.447784714,3.294098426,2.6,266.4337873,47454,11045.61,1867,17.35021142,39.3,5.7,27,30.12677934,80.26022305,15.32492704,50,21.28825948,10.2,2.36318408,3.281090743,124.0694789,116.6226092,12,18.8,8946.27444,323.4,0.103987069,37.7
926,8.5,-1.527085,0.1586757,1895,5590,1398,20077,37.215092,-98.051218,13.51834441,3.147140341,3.267282582,16.9,701.5328447,44594,10332.1,5445,16.27330908,35.5,7.7,33.6,28.46722173,70.58336096,14.89170782,9.090909091,13.44269765,11.5,3.730218538,4.347624625,386.9792852,107.7511297,12.11498973,18.5,10467.1236,240.7,0,70.7
927,9.2,-1.529787,0.5344942,1204,274,1645,20079,38.047085,-97.385273,14.06799893,3.030284773,3.173321768,10.9,2158.709239,55470,8662.5,2199,14.78761549,33,8.1,24.3,28.86032977,75.38634529,14.32969932,10.52631579,9.579073744,10.3,4.039692326,4.131716053,383.6000058,93.0547817,10.2724595,30.5,6840.82155,402,0.873206991,80.9
928,7.4,-1.518152,0.6406451,4006,4053,3166,20081,37.500029,-100.89411,17.62864603,3.376149694,3.382288149,16.1,347.0650727,54145,10236.99,5973,16.48834044,35.2,5.9,24.3,30.02084331,44.92481203,15.36868887,33.33333333,19.34738666,9.1,2.254283138,3.584626394,160.3552486,88.88780687,10.39426523,19,8946.27444,270.7,0.987529228,2.3
929,7.2,-1.520917,0.5715078,623,1109,1842,20083,38.083504,-99.867564,11.37926193,2.575236548,2.858738039,0,420.6849273,51962,11633.69,7773,12.8767492,32.3,8.2,24.2,26.59271122,53.86221294,15.68363652,14.28571429,11.90644933,13.4,2.517623364,3.492737716,78.10466025,126.7025657,5.555555556,26.4,8946.27444,367.8877297,1,0.7
930,9.3,-1.517635,-0.1155324,1477,2664,2220,20085,39.400924,-95.751346,14.49938743,3.050548272,3.176171406,6.3,1823.76757,49779,10236.59,4934,15.43158495,36.6,8.3,27.9,30.96215873,48.96746397,16.64720359,33.33333333,9.263040653,11,3.133268347,3.646617971,176.4375652,88.25465207,9.185606061,38.7,8429.782715,359.9,0.692574425,46
931,9.7,-1.523363,0.1584076,2100,3800,6333,20087,39.210891,-95.397856,12.83392308,2.957123842,3.200182951,7,2765.978004,66044,9480.57,3792,17.16113975,31.3,8.7,25.5,27.48849237,54.72655025,16.94746302,31.25,8.65947211,10,3.562945368,3.431474464,198.6502667,79.3709587,8.885941645,46.9,7358.750544,301.1,0.129145234,0.8
932,7.6,-1.521685,1.314781,1041,1021,2850,20089,39.775457,-98.201227,15.94625815,3.50790428,3.474409257,11.8,537.5744326,43234,10664.85,5673,16.6821201,30.5,7.4,25.6,28.16840585,51.3162171,12.89512758,0,11.65853659,12.1,3.429878049,4.383451753,235.0347809,88.88780687,9.407665505,20.3,8946.27444,367.8877297,0,0.4
933,9.8,-1.528147,0.6840219,830,451,1224,20091,38.928049,-94.737132,8.935090859,2.323510942,2.713478618,9.9,219198,83516,9813.7,3878,11.99043891,27.2,8.6,16.1,25.11579406,94.71975214,20.03202937,29.00763359,6.374943241,7.7,3.010261983,3.988992334,157.0293901,47.25589603,11.46608415,23.1,4286.818408,303.5,0.980378001,59.1
934,7.2,-1.513011,0.6659521,979,1980,3960,20093,37.954211,-101.237967,16.48888114,3.188684472,3.295831179,13.1,560.9132364,50526,9884.43,3451,15.79788957,33.2,6.5,23.1,30.33009256,63.51521247,15.82569438,14.28571429,16.37904935,9.7,2.481751825,4.236875316,242.4706483,106.7561385,9.057971015,23.5,7669.507546,303.3,1,40.4
935,8.4,-1.523734,0.5295908,7467,1227,3680,20095,37.608437,-98.097712,12.15520243,2.85073242,3.104263784,6.2,997.0105046,50081,10910.4,6626,14.60344422,31.6,7.7,32.1,29.55262492,52.22702978,16.39703053,0,8.587451805,11.9,3.662790698,3.74,179.1991178,118.2467942,8.985024958,37.3,14646.90877,247.2,0,69.22447607
936,7.3,-1.524118,0.1977621,2483,207,2485,20097,37.598711,-99.257059,14.48332361,3.169320848,3.362511728,50,279.1629479,44374,9288.25,5599,16.39326122,32.6,5.2,27.6,27.80762753,19.07559734,15.6322639,33.33333333,12.46582832,9.5,2.533532042,3.856033166,39.2003136,103.4373011,15.49295775,13.8,8946.27444,234,0,75.5
937,9.9,-1.521763,0.5146494,1363,1343,2878,20099,37.258236,-95.260544,17.17751054,3.662654016,3.641613936,8.7,2709.323942,46819,9943,3703,20.93541939,34.6,7.2,28.9,30.94428182,69.4080622,15.94240184,18.51851852,10.36380312,12.4,4.531400966,4.207188482,425.9747804,87.15187667,14.55733809,15.8,10197.91726,245.2,0.837481698,100.2
938,7,-1.51671,0.6095142,1636,992,1559,20101,38.503002,-100.487778,12.41996542,2.954358874,3.232684871,0,385.4163911,55083,12945.98,4279,14.44113199,31.9,8.4,30.1,28.47066163,2,15.64018459,0,12.21069433,12.3,3.38770389,4.129386692,208.0237742,181.3346228,10.55900621,14.3,8946.27444,367.8877297,1,75.5
