,PM2.5,water_EQI_22July2013,land_EQI_22July2013,PCP Ratio,MHP Ratio,Dentist Ratio,FIPS,Latitude,Longitude,% Fair/Poor Health,Physically Unhealthy Days,Mentally Unhealthy Days,% No high school diploma,% Bachelors,Median household income,Healthcare Costs,Preventable Hosp. Rate,% Smokers,% Obese,Food Environment Index,% Physically Inactive,% Insufficient Sleep,% With Access to Exercise,% Excessive Drinking,% Alcohol-Impaired Driving,% Uninsured,% Diabetic,% Unemployed,Income Ratio,Violent Crime Rate,Injury Death Rate,% Severe Housing Problems,% Long Commute - Drives Alone,Years of Potential Life Lost Rate,Chlamydia Rate,perc_pop_fluo,PrescribingRate
1606,5.7,0.0211758,0.4117448,1084,286,1954,30017,46.403369,-105.817008,11.72433123,3.111450304,3.225054593,16.06,1151.391548,47675,7752.18,2184,17.44135296,30.2,6.9,25.8,26.78866096,72.26258655,21.2835367,33.33333333,8.432063187,9,3.176394711,4.081159767,210.1099988,93.6094813,11.19170985,8.1,5731.930922,412,0.669234112,99.9
1607,6,-0.0852908,0.8411185,1755,504,869,30019,48.783416,-105.43032,10.71406464,2.878411466,3.022245431,0,166.1680803,47032,8985.36,3188,12.73006167,27,8.7,27.2,24.64131652,0,20.61669997,100,10.25248661,8.9,2.295081967,3.398003364,28.0033604,158.4427343,12.71676301,9.3,8946.27444,367.8877297,0.669234112,4.5
1608,5.6,0.0207172,0.4697454,2332,597,1790,30021,47.134482,-104.750559,12.665668,3.308754914,3.116570251,10.59,649.3518326,54210,6810.22,3482,15.62953056,26.8,7.7,23.9,25.84856225,66.50680348,21.34694032,46.15384615,7.551549911,8.1,3.157670151,3.827068228,263.2665703,59.74607916,13.20754717,12.8,5818.406927,166.2,0.669234112,84.4
1609,7.4,-1.487592,0.9939709,757,217,1301,30023,46.137755,-112.954087,17.66282157,3.93665062,3.639459422,20.25,2145.630361,44295,8840.16,5924,19.47133966,24.9,8,24.9,27.2881095,73.14476231,18.00007695,16.66666667,9.236947791,10,3.564472146,4.912621359,389.8424387,150.625423,14.93506494,20.8,11356.60677,448.6,0.669234112,72.2
1610,5.2,0.956766,0.5185049,1560,224,3009,30025,46.358863,-104.309448,10.98922668,2.912633843,2.999550433,4.65,149.6691154,60495,10186.79,7269,14.02854376,30.2,8.2,21.6,25.25174381,75.64013841,24.3626867,29.24447772,6.518404908,7.4,2.678062678,3.740940845,187.7934272,83.83851412,9.426229508,13.7,8947.145116,125.4,0.669234112,2.4
1611,4.8,0.9575029,0.9038984,1268,418,1026,30027,47.097548,-109.417095,15.49115208,3.479196877,3.297190913,13.22,1550.1968,49892,6692.02,1947,15.86525951,26.7,7.5,21.4,26.32889151,72.0093216,18.6962587,44.44444444,9.251620507,10.2,4.042148903,4.00780938,502.0299472,99.87034376,14.54918033,10.8,7059.45247,192.5,0.669234112,72.6
1612,8.9,1.07033,0.561287,1308,380,1389,30029,48.247204,-114.279524,13.41786234,3.387269223,3.304749528,13.24,16910.15781,57389,7487.22,2373,16.85622249,22.1,8,19.1,26.05019,81.76359317,21.4224971,43.03797468,9.514277081,7.7,5.242340667,4.265591539,305.0168204,84.60535129,16.61501145,21.6,6696.497237,309.9,0.669234112,77.6
1613,7.1,1.075347,0.806603,1357,344,1477,30031,45.682805,-111.128283,11.87418534,2.995793109,3.12944339,13.5,25315.53584,61446,7212.25,2112,14.58108477,16.1,8.2,11.6,23.77320526,81.20384749,24.18499532,55.31914894,7.623692914,4.7,2.759853844,4.446511628,225.7953464,54.4469281,15.5393053,12.9,4341.565181,518.2,0.802746559,38.5
1614,5.2,-1.489863,0.3313423,1310,1293,1293,30033,47.299773,-106.97783,12.81434246,3.283658955,3.26442288,0,80.13780367,43753,4982.4,2765,15.56095265,25.9,7.2,27.6,25.85882998,13.43283582,19.83745416,20,10.78629032,9.1,2.857142857,4.333545243,37.52345216,88.88780687,11.26436782,8.6,8946.27444,367.8877297,0.669234112,69.22447607
1615,6.6,1.027147,0.7177613,1245,718,1949,30035,48.60292,-112.799156,23.05316749,5.07802847,4.745985255,31.52,1356.114465,38345,9171.6,7178,29.79200578,34.6,6,28.4,31.36570554,59.03425629,20.52657145,76.19047619,21.01894521,15.1,7.960285665,6.879170094,225.1025669,147.6262863,20.85308057,20.6,18477.0563,1157.8,0.669234112,37.3
1616,4.8,0.9835261,0.3474685,831,822,822,30037,46.287061,-109.139695,14.03875025,3.495042165,3.407046138,11.11,106.0647388,35850,5848.47,4945.947431,15.63524775,25.9,4.6,22.8,26.93387197,1.244343891,17.61805534,29.24447772,11,8.9,5,4.125,239.0914525,88.88780687,10.9375,37.4,8946.27444,367.8877297,0.669234112,69.22447607
1617,6.7,0.938109,0.657393,3368,3358,3358,30039,46.448832,-113.293879,12.89747652,3.174184003,3.104002261,3.7,1004.337602,44834,5819.58,2213,14.52656218,25.4,7.9,21.4,25.95395424,69.60051965,18.93915609,20,12.6431905,9.3,5.860579889,3.811182869,139.7949674,91.95120456,11.61971831,36.1,8946.27444,367.8877297,0.669234112,69.22447607
1618,6.1,0.9391311,0.4134468,1838,329,1098,30041,48.515786,-109.762794,17.64081787,4.045171953,3.905467533,28.21,2160.769596,48470,6853.99,4888,20.25084441,36.3,6.4,24.5,31.35680358,76.81411531,20.90318833,43.75,12.30914643,11.7,3.803446075,4.540333387,467.345716,85.80993703,12.31527094,7.3,10139.62186,1080.1,0.669234112,47.5
1619,7.3,1.019901,1.486988,1317,1486,1982,30043,46.254092,-112.053101,10.65261374,3.012595715,3.050505029,19.54,2820.795104,66813,7028.85,3144,14.69203403,26.5,8.8,16.3,25.38758143,56.52288269,20.04299419,28.57142857,8.637092464,8.2,4.30469442,4.169332578,318.0743606,97.50423374,8.938547486,22.5,5735.498363,128.8,0.669234112,12.8
1620,4.5,-0.1511649,0.6099706,1940,1961,1961,30045,47.102395,-110.177445,12.44599576,3.243127154,3.161428225,0,345.5037764,43748,7932.23,722,14.59282525,30.4,6.7,26.9,24.86719267,8.590733591,18.81916084,0,10.37542662,8.8,3.667745415,4.309448474,179.028133,88.88780687,8.196721312,32.4,8946.27444,367.8877297,0.669234112,69.22447607
1621,8.8,1.035137,0.7597772,1566,439,1316,30047,47.601938,-114.120003,16.38760939,4.461497252,4.227924046,10.58,7765.477825,42265,8567.95,4550,19.18444903,29.1,7.9,20.8,29.80177602,54.22667502,19.12148481,52.5,15.47061883,10.3,4.441412763,4.813524703,445.9802203,123.3028915,19.74123539,20.5,9492.936778,556.7,0.669234112,62
1622,6.1,1.017946,1.107714,1160,225,1169,30049,46.64477,-112.021955,11.37368531,2.964566152,3.153275281,14.14,14908.88729,59819,7418.97,2848,15.49703359,24.3,8.1,17.4,25.34235063,78.17335752,21.8257017,34.88372093,7.606017139,8,3.46609135,3.760974578,424.2036779,92.58507757,12.18463839,9.8,6897.102883,383.9,0.669234112,63.4
1623,5.9,0.9152036,0.7383181,2409,1441,2427,30051,48.563509,-111.000283,12.70323166,3.343338791,3.303968918,7.69,241.3042203,41798,7026.25,2811,15.50753858,28.6,6.5,21.6,26.51362495,38.86276186,21.14368105,100,13.46659653,9.5,3.058103976,3.887928245,330.4419661,88.88780687,21.96531792,21.7,8946.27444,367.8877297,0.669234112,37.3
1624,9,1.031022,0.3930553,1284,512,1767,30053,48.545504,-115.437677,15.99979389,3.98976039,3.530292556,9.36,4500.727726,38257,7664.74,3017,16.63970588,27.6,7.4,21.3,25.56625252,99.15172449,18.59866943,68.18181818,12.44765343,9.8,8.495238095,4.429035421,203.2096707,102.7653214,17.29323308,17.1,8903.617711,314.9,0.669234112,91.4
1625,5.5,-1.487316,0.4679903,1700,504,1718,30055,47.561984,-105.644548,11.72766135,3.146659665,3.051176124,3.7,175.5960505,44001,6890.48,1519,15.14147316,25.4,8,27,25.34917129,37.88927336,21.3929846,0,14.69916222,8.6,2.156862745,3.869010771,59.1891092,129.3508937,5.306122449,21.9,8946.27444,367.8877297,0.669234112,69.22447607
1626,6.8,0.2388739,0.7610347,1132,2044,8175,30057,45.43599,-111.949217,11.01818977,2.951957962,2.949945982,5.71,1886.136412,50248,8445.15,4875,14.21705703,22,7.9,18.8,25.91451267,36.35418021,20.02006841,31.57894737,11.27712558,8.4,3.95010395,3.785505414,89.16061648,96.09062864,11.72106825,28.5,4922.921715,113.7,0.669234112,25.6
1627,4.7,-0.352719,0.8102396,914,1851,1851,30059,46.526827,-110.875445,15.52979073,3.847210048,3.558449651,5.26,237.6480914,43001,11062.58,2577,16.96355581,25.9,4.2,22.9,27.07127361,63.82866208,17.87075073,40,11.14527287,8.1,4.480874317,3.790120361,106.0164326,161.3250161,11.9205298,15.1,8946.27444,218.6,0.669234112,49.8
1628,8.5,1.001773,0.498251,1395,473,4255,30061,47.185566,-114.899744,14.82196001,3.690637675,3.560744753,14.29,1497.669965,42452,7923.88,3085,16.89404193,28,5.9,23.7,26.5267219,100,17.50791447,7.142857143,11.28100578,10,7.55952381,4.589220958,93.43611306,146.074828,16.29392971,29.6,13768.2132,352.9,0.669234112,43.6
1629,8.6,1.003502,0.4238469,1065,231,1118,30063,46.875472,-114.019007,13.8689061,3.739335839,3.601146325,13.82,21987.44627,53141,7062.41,2869,17.61904889,23.4,7.7,14.9,27.42788165,93.01640454,26.04702377,36.58536585,9.452431619,6.8,3.616720711,5.034444219,345.3829714,80.5601816,19.07774799,12.8,6322.890176,451,0.669234112,62
1630,5.2,0.0636436,0.2762839,489,2320,523,30065,46.417552,-108.490425,15.86599768,3.824700351,3.502929916,9.43,679.9927642,42255,8365.74,5125,18.31118492,29.1,7.3,24.9,28.52339464,55.31070956,17.72208625,20,11.72413793,9.2,4.440574663,4.929248439,551.232166,134.618725,18.97435897,46.5,8946.27444,130.9,0.669234112,69.22447607
1631,5.4,1.031532,0.7916237,848,419,1817,30067,45.59709,-110.599015,12.64953847,3.296122263,3.11886085,6.9,6187.105818,49550,8302.74,4273,15.45521262,25.6,7.6,22.8,28.0381153,59.9897672,19.6528865,60,10.12929325,8.8,4.020391612,4.154257752,169.8220014,112.4985938,14.49595291,29.8,7910.622742,187.8,0.669234112,43.4
1632,5.1,-1.485708,0.3474681,489,523,523,30069,47.012441,-108.296716,14.93043321,3.60461426,3.3919998,0,84.09086031,43669,5393.2,4408,16.83237422,25.3,4.6,22.3,27.01078402,5.870445344,19.11293173,66.66666667,14.13333333,8.8,4.693140794,3.457066708,235.0347809,88.88780687,10,29,8946.27444,367.8877297,0.669234112,69.22447607
1633,4.8,0.9958884,0.6776364,4133,1030,4119,30071,48.374315,-107.857685,16.48418117,3.823301195,3.6518069,6.25,490.254747,44168,8727.88,7352,18.26281258,28.9,7.3,25,27.55877911,7.218434047,18.49464461,62.5,14.26337191,9.2,4.531085353,4.617366643,240.3557265,110.619469,8.287292818,23.7,5961.141653,367.8877297,0.669234112,73.5
1634,6,0.969197,0.7968263,2028,851,2980,30073,48.210126,-112.14458,16.60502459,3.772161456,3.779577735,8.93,926.8275668,42175,8851.1,2933,19.67364619,30,6.2,21.5,28.10049313,48.545425,20.56421149,60,12.77754504,9.8,3.876811594,4.297124905,104.6109278,81.5447844,13.07189543,19.6,7220.878743,145.5,0.669234112,64.1
1635,5.5,-1.501466,0.1659038,1746,286,1752,30075,45.440737,-105.535004,13.18981374,3.397081465,3.256633805,9.68,74.24530813,49446,6025.17,694,15.63120467,24.1,7.3,22.8,24.28629659,17.55593804,19.05955867,25,11.09410865,8.6,2.564102564,3.747174749,0,124.9715974,11.25827815,21.4,8946.27444,338.4,0.669234112,33.9
1636,6.9,0.9953752,0.9034631,2286,849,2265,30077,46.449212,-112.760484,13.19368757,3.355255532,3.207634095,6.25,1806.846605,45418,9074.3,4784,18.34324185,28,7.9,25.8,27.37648881,83.10801195,23.90036028,33.33333333,10.24305556,9.8,4.356846473,3.522916667,456.1911658,127.9255706,11.34453782,29.4,6577.948958,204.7,0.669234112,70.2
1637,5.4,0.9690361,0.5643196,1182,597,1109,30079,46.807847,-105.269953,13.69001178,3.365131501,3.412445683,28.57,202.7014848,43238,7821.07,2270,15.11959226,27.2,5.2,22.2,27.95803766,3.223070399,18.32059961,40,10.46931408,9.6,3.607214429,3.23644303,214.1327623,207.6843198,10.09174312,18.7,8946.27444,344.8,0.669234112,69.22447607
1638,8.7,1.024218,0.4800859,1754,539,2027,30081,46.352649,-114.117267,14.49356638,3.709279272,3.487402796,8.13,12904.1368,49997,6705.57,3276,16.62115368,25.3,8.1,21.7,27.42327356,73.61732816,17.65034504,63.15789474,11.34487265,7.3,4.659860507,4.288768985,198.2427372,87.0707197,18.28828829,31.7,6349.459367,195.8,0.669234112,70.1
1639,6.2,0.9347551,0.6932908,2871,849,2208,30083,47.718572,-104.203904,12.20346719,3.125673024,2.965836365,9.56,836.7328516,63343,8394.61,3068,16.81421551,30.1,7.9,26.6,29.53091069,50.32833983,23.94920824,64.70588235,8.659691081,7.4,3.763618356,4.090049971,282.040647,103.0189799,10.0678733,17,6230.694248,326.1,0.669234112,60.6
1640,6.3,0.0952201,0.6544177,3768,504,1850,30085,48.132541,-105.24766,24.45757967,4.865040683,4.631829736,27.17,733.025111,42379,8556.02,4868,27.79316328,36.8,4.8,26.6,31.76132618,48.6618705,20.68599242,57.14285714,17.85054404,14.5,4.676963237,6.837032056,610.9084516,157.9806873,8.8091354,15.9,19955.03589,1315.8,0.669234112,23.4
1641,6.1,1.018336,0.5253516,1548,420,1850,30087,45.907996,-106.611337,18.9513889,4.09157724,3.863442395,26.05,894.4791948,54998,8055.39,4126,21.46129754,30.8,7.3,23.3,29.81055931,54.71677678,20.81022664,47.82608696,12.74007683,10.5,5.179677819,4.919347002,138.3199447,137.3744312,15.3262519,15.7,13686.82713,1319.4,0.669234112,38.8
1642,9.5,1.01389,0.8599196,1153,335,2928,30089,47.636131,-115.177085,17.09420896,3.926786448,3.868498238,7.64,4478.269086,40582,7544.92,3052,17.39442346,25.9,5.9,25.2,27.4982809,83.19460265,16.72945309,52.63157895,15.29250343,11.1,6.951092612,4.144709818,224.5805628,102.9524674,19.04761905,23.4,11135.64352,97,0.669234112,69.5
1643,6.2,-1.153944,0.9681309,1824,1156,3469,30091,48.737464,-104.499376,11.41818993,3.181089934,3.053930748,0,300.5167298,49862,7517.11,3095,14.60362995,34,7.8,26,24.99630284,64.21394799,20.05442638,33.33333333,9.839497558,8.4,2.739726027,4.692575096,306.2583222,121.0920299,9.146341463,16.5,8946.27444,244.1,0.669234112,69.22447607
1644,8,0.8472999,1.314289,1234,187,1081,30093,45.98796,-112.524356,16.69708553,3.658825433,3.359305473,17.6,6535.402649,44762,7411.64,3592,18.10877865,26,7.8,20.7,28.33079561,63.03508772,22.06650765,27.5862069,9.166393532,8.6,4.215989271,5.71655168,318.4896959,100.5896635,17.69560911,8.8,9578.196228,413,0.669234112,87.4
1645,5.3,0.9777124,0.6655062,4703,2355,3140,30095,45.613806,-109.249493,11.42174248,3.064246406,2.990728451,16.28,3676.93517,63140,8570.35,2491,13.45702773,22.8,8.6,17.7,27.1559951,36.32773939,20.17361299,28.57142857,7.647693553,7.8,3.864434801,3.751678298,210.9927208,108.6979688,12.1657754,34.6,5778.254948,168.7,0.669234112,44.7
1646,4.8,0.0094859,0.6565729,1812,1846,3691,30097,45.830248,-109.915919,11.9168195,3.076513262,3.111640637,4.55,1808.252572,52303,7440.71,2029,13.73673897,26,8.2,19.3,25.65484634,70.55601205,20.20198878,28.57142857,9.452004413,9.2,3.131991051,4.540947977,95.52401747,98.45749918,14.18439716,22.6,8946.27444,367.8877297,0.669234112,45.1
1647,5.9,0.9204481,0.709847,6056,869,2028,30099,47.771875,-112.054612,12.43599247,3.055339979,3.148724052,1.23,1025.542943,47750,7623.33,3581,15.30744611,24.8,7.6,27.5,27.75908655,26.69191503,19.06232999,33.33333333,11.04189044,8,3.959683225,3.692051699,221.5475507,108.6455521,14.90280778,26.4,8073.325972,98.3,0.669234112,57.5
1648,6.4,0.9440058,0.6455319,4977,698,1222,30101,48.585262,-111.85338,13.77895151,3.471755267,3.293233926,10.87,882.9540722,46896,8155.99,2141,18.8040341,26.3,7.2,18.5,27.30679889,69.2336589,23.17567397,60,11.5685706,6.6,3.107606679,4.273946166,473.3727811,83.20786116,14.72081218,21.4,10288.33707,137.6,0.669234112,49.6
1649,5.6,0.8789914,0.4631388,692,679,679,30103,46.255884,-107.241002,16.66199133,3.812624657,3.656234139,10,63.63883877,50432,6445.16,4945.947431,17.1824525,25.9,4.4,26.5,26.78504989,11.28133705,16.99114127,55.55555556,13.25301205,9.4,3.768115942,3.059001006,0,88.88780687,14.08450704,28.3,8946.27444,1147.8,0.669234112,69.22447607
1650,5.7,1.028423,0.7261382,1885,1062,3717,30105,48.233939,-106.546143,14.33394096,3.451750983,3.427648084,13.13,695.3132074,47676,7489.08,2705,17.43529,30.4,7.5,27.2,26.75855253,63.57714751,18.94472557,53.84615385,12.72852708,11.2,3.271251194,4.927986264,136.0544218,102.8996596,8.345978756,12.7,7895.117852,117.5,0.669234112,39.5
1651,4.7,0.9692188,0.4347116,1812,2140,2140,30107,46.459736,-109.844091,14.59207971,3.620379314,3.510387378,5,272.3812768,36771,9784.31,3744,16.9057313,26.9,4,22.8,28.00971342,49.76937269,18.13649699,0,14.56996149,10.3,4.353393086,4.24810935,236.1832782,88.88780687,13.55932203,11.4,8946.27444,284.4,0.669234112,52.8
1652,5.3,-1.487643,0.5101744,1093,224,1020,30109,46.969011,-104.196159,14.71795288,3.590057259,3.407027679,5.56,90.74427303,48092,9625.12,908,15.90916607,26.9,5.2,24.7,25.76465214,2.753195674,18.26845948,29.24447772,10.08610086,8.4,3.25203252,3.847835593,0,88.88780687,10,21.3,8946.27444,367.8877297,0.669234112,69.22447607
1653,6.3,1.065191,0.3938155,1165,315,1032,30111,45.791309,-108.539417,13.98975472,3.383438882,3.436303005,15.27,37009.93344,58031,7741.23,3190,16.36645637,27.2,8.2,20.8,29.65478616,83.55161787,22.09313356,43.52941177,8.427688353,8.7,3.507393999,4.307515094,362.0196888,85.94077737,14.07877604,11.8,7568.322226,441.3,0.802746559,73.6
1654,8,0.9253116,0.5667244,1219,273,1267,31001,40.583763,-98.414536,15.30194596,3.215714589,3.188988685,8.903876792,5774.740476,53321,9284.26,4071,16.59256549,36.8,7.8,24.5,30.11043213,81.6286188,19.00311437,41.66666667,9.018269424,10.5,3.106115543,4.055115739,230.5894245,56.32341029,9.0765588,12.7,6832.042385,329.2,0,69.4
1655,7.5,-0.0644464,0.5400812,2110,2121,3181,31003,42.149596,-98.05683,13.40724783,2.865198424,2.940071498,3.979803557,1013.599706,46560,10230.05,4138,15.02924169,31.2,8,24.8,25.39353441,50.44128646,19.20243695,14.28571429,11.3082955,10.4,2.492211838,4.169794934,97.84735812,62.58018086,10.28368794,22,6553.83166,93.5,0.644299119,43.5
1656,5.3,-0.0731292,-1.204687,469,457,457,31005,41.569808,-101.673813,12.84374515,2.968112452,3.071825934,11.38116901,51.03813078,44109,7431.72,6181,15.79102396,33.2,4.2,27.2,28.02934631,0,20.06295727,0,11.85983828,8.8,5.381165919,4.410218346,0,88.88780687,16.66666667,33,8946.27444,367.8877297,0.669234112,69.22447607
1657,4.6,-0.2117499,0.3620723,798,742,742,31007,41.557925,-103.702088,14.16244709,3.094108772,3.145057509,11.38116901,117.8808211,53040,9661.41,4945.947431,14.89529298,35.8,4.5,28.1,26.70317602,4.492753623,17.14013996,29.24447772,9.576427256,12.7,3.778337531,4.49993077,235.0347809,88.88780687,10.29411765,41.3,8946.27444,367.8877297,0.669234112,69.22447607
1658,5.8,-0.1615899,-0.9000451,484,482,482,31009,41.901108,-100.007203,13.88759524,3.134534533,3.163313226,11.38116901,89.86481733,44016,9882.94,2963,15.50317344,35.1,4.8,29.9,27.68183032,10.041841,18.80866936,0,15.55555556,10.7,4.198473282,2.856296686,235.0347809,88.88780687,8.260869565,33,8946.27444,367.8877297,0,69.22447607
1659,7.7,-0.123649,0.7712826,667,5352,1338,31011,41.68018,-98.01636,11.78574766,2.783490083,3.012372031,1.176470588,916.9593819,55493,10174.49,4962,14.09265334,32.7,8.4,27.8,27.18777312,48.39237057,21.28705284,50,9.561278016,9.3,2.470830474,4.210573669,235.0347809,100.9723261,10.11235955,17.2,8946.27444,169.3,0.52564511,0.7
1660,4.7,0.1092163,0.4077803,2239,605,1555,31013,42.13504,-102.903704,13.0849016,3.085147083,3.146738828,11.23733333,1507.514352,58728,11527.62,3974,18.30109599,37,7.5,24.1,30.734691,43.71241599,19.99741921,42.85714286,9.669682765,10.7,3.269852677,4.00163386,220.6823498,89.18697157,10.71800208,7.7,6874.157129,220.5,1,98.1
1661,6.3,-0.1830613,1.137822,661,1886,1977,31015,42.891084,-98.730816,13.92035735,3.009835234,3.080420724,0,410.3159322,43189,10685.07,5814,15.1311307,35.9,4.8,32.4,26.98965167,1.381610291,17.04836735,50,10.90116279,15.3,3.339517625,4.326985693,235.0347809,88.88780687,12.29946524,22.1,8946.27444,367.8877297,0,27.3
1662,5.6,-1.472404,-0.5981407,987,3014,1507,31017,42.538836,-99.852141,13.04326149,3.268527893,3.144251102,2,503.2604312,46768,9508.51,2918,16.89453774,37.1,7.8,27.6,28.90864438,74.40381558,18.20202496,25,12.40483654,10.4,3.244412401,5.125468499,0,67.62696964,8.940397351,13.8,8946.27444,367.8877297,0,41.7
1663,7.8,1.031939,0.6324407,1122,303,1344,31019,40.737667,-99.07016,12.477287,2.907276241,3.020917074,5.888512922,7759.715207,58800,9144.14,3352,15.26211879,28.6,7.8,19,26.75046178,89.21304933,23.28747579,28.125,8.32271346,6.8,2.432532348,4.286716172,193.3464277,61.04180749,11.0626703,12.8,5330.242355,403.2,0.814243839,69.7
1664,8.8,0.1428219,0.9511977,1637,6535,3268,31021,41.845797,-96.34254,13.40029674,3.049699552,3.03187328,7.664555816,1085.518089,52879,9599.63,3979,16.53033565,32.9,8.6,30,27.28471119,47.08369787,18.54326273,40,10.84458779,10.1,3.710094909,4.357647059,82.3723229,94.47475086,9.464285714,30.8,7633.095572,197.4,0.313281559,20
1665,8.5,0.1488945,0.8862734,1150,8053,2684,31023,41.248949,-97.141234,13.68341828,2.929714391,3.09373838,7.677067083,1323.927442,52033,8597.3,2472,16.047933,35.1,8.3,25.1,28.95707252,42.00119119,22.26882476,62.5,8.227445998,9.8,2.772887324,3.411557356,61.11722283,80.92003629,11.18881119,31.7,6698.072326,246.5,0.014355077,53.2
1666,9.3,1.02452,0.7817839,3221,2877,3236,31025,40.946526,-96.062535,13.07697323,2.844968715,2.824150831,8.400514639,5362.424036,71166,8932.54,2865,18.26007089,37.7,8.5,25.7,29.80586323,65.75809199,22.16266535,44.82758621,6.901401847,10.4,3.157334145,3.613930534,125.6207431,64.8189365,12.19887237,44.9,6465.711533,172.5,0.5082607,34.7
1667,8.1,0.8834717,1.101801,8671,8530,2843,31027,42.576273,-97.25486,12.06552717,2.637346357,2.99527199,5.445026178,1447.357444,61159,8973.89,3378,12.55563023,33.7,8.4,25.8,27.4875143,51.55896972,20.15388144,6.25,9.003690037,8.8,2.268643306,3.835332734,40.70477409,85.8747621,8.111888112,19.8,6055.295052,70.1,0.881509917,31.3
1668,6.2,0.2470091,0.1996783,3937,893,1986,31029,40.500254,-101.619767,14.16348866,2.897638419,2.86152141,6.00500417,565.8574916,57965,11316.34,2710,14.52013192,33.4,8.1,24,26.69334731,77.35753908,18.59133881,20,13.79421222,9.7,1.880192392,3.934834862,125.5650427,85.67684709,7.647058824,13.9,7269.535259,101.1,1,57.1
1669,5,0.9279408,-0.7188577,1944,5818,646,31031,42.784561,-100.754886,12.23307902,2.92467577,2.92556554,3.198887344,965.7159668,46894,8045.52,2838,14.04568114,26.8,7.3,29.5,25.33955048,64.53702083,18.40236554,26.66666667,14.08573928,8.4,2.336586809,3.391634249,239.6644697,117.0476453,7.765151515,12.2,6334.967913,136.8,0,79.1
1670,5.3,0.9324953,0.5134422,1675,968,1935,31033,41.166245,-102.982623,13.06261899,2.955315818,2.933441218,2.905433533,1645.79763,59971,8490.71,3809,15.09219409,31.3,8.2,24.9,27.20748525,62.78255651,22.0196591,28.57142857,7.086330935,7.9,2.925687537,4.15116464,290.1972358,65.82490575,7.508532423,10.1,6205.451965,177,0.908170915,39.8
1671,8,1.048192,0.7065527,3082,6205,6205,31035,40.545465,-98.029666,12.73407886,3.015052945,3.130083261,7.028052011,1320.362664,51775,8164.71,3759,16.52573288,32.5,7.6,24.5,27.91988768,54.26475084,18.68746878,70,12.1535619,10.9,3.099110156,3.691060456,124.3523316,60.54040275,8.79541109,32,6047.419748,95.1,0,0
1672,8.6,0.6842602,0.9430469,10414,8053,5293,31037,41.517571,-97.076554,17.26290715,3.015555044,2.794278883,11.9777908,964.1557998,61176,9752.87,2334,14.4024047,32.8,9.2,27.7,27.45149575,78.4593438,19.6837672,44.44444444,16.01347558,8.2,2.398124775,3.132535731,235.0347809,85.79926785,13.20495186,20.8,5996.619952,294.7,0,0.2
1673,8.7,1.006527,1.087664,1503,1130,1808,31039,41.897578,-96.759175,13.4346887,2.978497819,2.930015821,1.585812942,1377.686498,55465,8239.58,2919,13.8645657,34.2,8.6,27.3,25.76049982,69.77787504,19.67009425,0,11.53024911,9.5,2.71531608,3.777952273,22.12511754,57.51448923,10,16.3,8946.27444,186.3,0.701463029,25.5
1674,6.7,1.026641,0.2897868,1801,1557,3632,31041,41.401093,-99.672832,12.4361305,2.828779955,2.851289693,4.95049505,1786.598087,50627,10498.39,5569,15.43099718,34.4,7.1,26.9,26.28642291,48.49620624,19.75774142,50,11.16539562,9.6,2.162588792,3.954082521,139.2305193,88.83953359,10.01053741,20.2,6696.035937,83.3,0,79.5
1675,8.9,0.9941304,0.9505533,10233,439,2884,31043,42.445678,-96.441515,19.19414471,3.383229169,3.060335247,10.80647514,2227.222397,52055,9298.91,3787,18.52087606,38,8.5,29.2,33.01363135,87.98438541,16.98425277,17.64705882,15.9528351,10.5,4.06649136,4.134338284,234.1463415,45.52984142,16.66666667,9,6166.863313,553.4,0.745706274,65.1
1676,4.1,0.6226684,0.3970974,1283,523,988,31045,42.785306,-103.066266,14.18921872,3.093184477,3.235429255,48.24660364,1382.832724,43627,7756.74,3239,16.73773392,29.7,7.4,21.2,25.82262967,90.37246787,23.22330736,25,12.24865695,8.9,2.753005041,4.043385877,143.6543455,82.12367381,16.75900277,13,5073.158051,563.2,0,64.9
1677,7.2,1.024877,0.4646043,1818,988,1694,31047,40.828531,-99.858944,16.39198826,3.266768157,3.035076185,6.764417717,2503.087256,46395,9460.53,3937,17.30438678,33.3,8.1,27.3,27.53910454,83.69645647,17.30620278,19.44444444,15.02833591,9.1,2.854920265,3.742557771,152.1847899,64.41466312,15.41976014,14.9,5554.817019,326.6,0,58
1678,5.6,0.6586542,0.4406072,1873,1073,942,31049,41.088793,-102.345568,13.07309964,2.929549138,3.050911139,8.222477818,385.3796101,47584,8806.54,3392,15.97817122,35.4,8,25.1,27.45341852,77.64039155,18.74935998,33.33333333,11.70592434,10.3,2.611218569,3.633452396,0,88.88780687,9.146341463,31.8,8946.27444,367.8877297,1,0.7
1679,8.5,0.4834825,1.129884,2881,5754,1918,31051,42.438517,-96.830002,13.79887732,3.153298909,3.046117896,4,867.515476,54941,8106.37,4552,16.50414636,36.5,8,30.5,28.75299198,45.81666667,21.11013519,50,10.36988111,9.9,3.178320509,3.471668151,27.73155851,65.63946659,10.19522777,33.9,4625.440449,69,0.496957404,11.3
